Section Line | Rik ID | Metadata
34           | 1      | ।। अरिष्टनेमिस्ताक्ष्र्यः इन्द्रः (ताक्ष्र्यः) त्रिष्टुप् ।।
34           | 2      | ।। भरद्वाजः (गर्गो भारद्वाजः) इन्द्रः  त्रिष्टुप् ।।
34           | 3      | ।। विमद ऐन्द्र वसुकृद्वा वासुकः (प्रजापत्यो वा) इन्द्रः  त्रिष्टुप् ।।
34           | 4      | ।। वामदेवो गौतमः  इन्द्रः  त्रिष्टुप् ।।
34           | 5      | ।। वामदेवो गौतमः  इन्द्रः  त्रिष्टुप् ।।
34           | 6      | ।। वामदेवो गौतमः  इन्द्रः  त्रिष्टुप् ।।
34           | 7      | ।। विश्वामित्रो गाथिनः इन्द्रः (पर्वतान्द्रौ) त्रिष्टुप् ।।
34           | 8      | ।। रेणुर्वैश्वामित्रः इन्द्रः  त्रिष्टुप् ।।
34           | 9      | ।। वामदेवो गौतमः (यमी वैवस्वती) इन्द्रः (यमो वैवस्वतः) त्रिष्टुप् ।।
34           | 10     | ।। गौतमो राहूगणः इन्द्रः  त्रिष्टुप् ।।
35           | 1      | ।। मधछु न्दा वैश्वामित्रः इन्द्रः अनुष्टुप् ।।
35           | 2      | ।। त्ा माधछु न्दसः इन्द्रः अनुष्टुप् ।।
35           | 3      | ।। गौतमो राहूगणः इन्द्रः अनुष्टुप् ।।
35           | 4      | ।। अत्रिभर्गः इन्द्रः अनुष्टुप् ।।
35           | 5      | ।। तिरश्चीरांगिरसः इन्द्रः अनुष्टुप् ।।
35           | 6      | ।। गौतमो राहूगणः इन्द्रः अनुष्टुप् ।।
35           | 7      | ।। नोपातिथिः काण्वः इन्द्रः अनुष्टुप् ।।
35           | 8      | ।। तिरश्चीरांगिरसः इन्द्रः अनुष्टुप् ।।
35           | 9      | ।। विश्वामित्रो गाथिनः इन्द्रः अनुष्टुप् ।।
35           | 10     | ।। तिरश्चोरांगिरसः शय्युबार्हस्पत्यो वा इन्द्रः अनुष्टुप् ।।
36           | 1      | ।। भरद्वाजो बार्हस्पत्यः इन्द्रः अनुष्टुप् ।।
36           | 2      | ।। वामदेवो गौतमः, शाकपतूो वा इन्द्रः अनुष्टुप् ।।
36           | 3      | ।। प्रियमेध आंगिरसः इन्द्रः अनुष्टुप् ।।
36           | 4      | ।। प्रगाथः काण्वः इन्द्रः अनुष्टुप् ।।
36           | 5      | ।। इय,वाश्व आत्रयेः मरुतः अनुष्टुप् ।।
36           | 6      | ।। शय्युबार्हस्पत्यः इन्द्रः अनुष्टुप् ।।
36           | 7      | ।। वामदेवो गौतमः दधिक्रा वा अनुष्टुप् ।।
36           | 8      | ।। जतेा माधछु न्दसः इन्द्रः अनुष्टुप् ।।
37           | 1      | ।। प्रियमेध आंगिरसः इन्द्रः  अनुष्टुप् ।।
37           | 2      | ।। वामदेवो गौतमः इन्द्रः  अनुष्टुप् ।।
37           | 3      | ।। प्रियमेध आंगिरसः इन्द्रः  अनुष्टुप् ।।
37           | 4      | ।। मधछु न्दा विश्वामित्रः इन्द्रः  अनुष्टुप् ।।
37           | 5      | ।। प्रियमेध आंगिरसः इन्द्रः  अनुष्टुप् ।।
37           | 6      | ।। भरद्वाजो बार्हस्पथः इन्द्रः (अग्निः) अनुष्टुप् ।।
37           | 7      | ।। अत्रिभूमः इन्द्रः  अनुष्टुप् ।।
37           | 8      | ।। प्रस्कण्वः काण्वः उषाः अनुष्टुप् ।।
37           | 9      | ।। त्रित आत्यः (कुत्स आंगिरसो वा) विश्वेदेवाः अनुष्टुप् ।।
37           | 10     | ।। वामदेवो गौतमः इन्द्रः  अनुष्टुप् ।।
38           | 1      | ।। रेभः कश्यपः इन्द्रः अति जगती ।।
38           | 2      | ।। सुवेदाः शैलूषिः इन्द्रः जगती ।।
38           | 3      | ।। वामदेवो गौतमः इन्द्रः जगती ।।
38           | 4      | ।। सव्य आंगिरसः इन्द्रः जगती ।।
38           | 5      | ।। विश्वामित्रो गाथिनः इन्द्रः जगती ।।
38           | 6      | ।। कृष्ण आंगिरसः इन्द्रः जगती ।।
38           | 7      | ।। सव्य आंगिरसः इन्द्रः जगती ।।
38           | 8      | ।। सव्य आंगिरसः इन्द्रः जगती ।।
38           | 9      | ।। भरद्वाजो बार्हस्पत्यः द्यावापृथिवी जगती ।।
38           | 10     | ।। मेधातिथिः काण्वः (मान्धाता यौवनाश्वः) इन्द्रः महापंक्तिः ।।
38           | 11     | ।। कुत्स आंगिरसः इन्द्रः जगती ।।
39           | 1      | ।। नारदः काण्वः इन्द्रः उष्णिक् ।।
39           | 2      | ।। गोषूकश्वसूनूकाण्वायौ इन्द्रः उष्णिक् ।।
39           | 3      | ।। गोषूकश्वसूनूकाण्वायौ इन्द्रः उष्णिक् ।।
39           | 4      | ।। पर्वतः काण्वः इन्द्रः उष्णिक् ।।
39           | 5      | ।। विश्वमना वैयश्वः इन्द्रः उष्णिक् ।।
39           | 6      | ।। विश्वमना वैयश्वः इन्द्रः उष्णिक् ।।
39           | 7      | ।। विश्वमना वैयश्वः इन्द्रः उष्णिक् ।।
39           | 8      | ।। नमृधे आंगिरसः इन्द्रः उष्णिक् ।।
39           | 9      | ।। गौतमो राहूगणः इन्द्रः उष्णिक् ।।
39           | 10     | ।। विश्वमना वैयश्वः इन्द्रः उष्णिक् ।।
40           | 1      | ।। प्रगथो घौरः काण्वः इन्द्रः उष्णिक् ।।
40           | 2      | ।। भरद्वाजो बार्हस्पत्यः इन्द्रः उष्णिक् ।।
40           | 3      | ।। नमृधे आंगिरसः इन्द्रः उष्णिक् ।।
40           | 4      | ।। पर्वतः काण्वः इन्द्रः उष्णिक् ।।
40           | 5      | ।। इरिम्बिठः काण्वः आदित्याः उष्णिक् ।।
40           | 6      | ।। विश्वमना वैयश्वः इन्द्रः उष्णिक् ।।
40           | 7      | ।। इरिम्बिठः काण्वः आदित्याः उष्णिक् ।।
40           | 8      | ।। वसिष्ठो मैत्रावरुणिः इन्द्रः विराटुष्णिक् ।।
41           | 1      | ।। सोभिरः काण्वः इन्द्रः ककुप् ।।
41           | 2      | ।। सोभिरः काण्वः इन्द्रः ककुप् ।।
41           | 3      | ।। सोभिरः काण्वः मरुतः ककुप् ।।
41           | 4      | ।। सोभिरः काण्वः इन्द्रः ककुप् ।।
41           | 5      | ।। सोभिरः काण्वः इन्द्रः ककुप् ।।
41           | 6      | ।। सोभिरः काण्वः मरुतः ककुप् ।।
41           | 7      | ।। नमृधे आंगिरसः इन्द्रः ककुप् ।।
41           | 8      | ।। नमृधे आंगिरसः इन्द्रः ककुप् ।।
41           | 9      | ।। सोभिरः काण्वः इन्द्रः ककुप् ।।
41           | 10     | ।। सोभिरः काण्वः इन्द्रः ककुप् ।।
42           | 1      | ।। गौतमो (सद्मो वा) राहूगणः इन्द्रः पंक्तिः ।।
42           | 2      | ।। गौतमो (सद्मो वा) राहूगणः इन्द्रः पंक्तिः ।।
42           | 3      | ।। गौतमो (सद्मो वा) राहूगणः इन्द्रः पंक्तिः ।।
42           | 4      | ।। गौतमो (सद्मो वा) राहूगणः इन्द्रः पंक्तिः ।।
42           | 5      | ।। गौतमो (सद्मो वा) राहूगणः इन्द्रः पंक्तिः ।।
42           | 6      | ।। गौतमो (सद्मो वा) राहूगणः इन्द्रः पंक्तिः ।।
42           | 7      | ।। गौतमो (सद्मो वा) राहूगणः इन्द्रः पंक्तिः ।।
42           | 8      | ।। गौतमो (सद्मो वा) राहूगणः इन्द्रः पंक्तिः ।।
42           | 9      | ।। त्रित आत्यः (कुत्स आंगिरसो वा) विश्वेदेवाः पंक्तिः ।।
42           | 10     | ।। अवस्युरात्रयेः अश्विनौ पंक्तिः ।।
43           | 1      | ।। वसुश्रुत अत्रेयः अग्निः पङ्किः ।।
43           | 2      | ।। विमद ऐन्द्रः (प्राजापत्यो वा, वसुकृद्वा वासुकः) अग्निः पङ्किः ।।
43           | 3      | ।। सत्वश्रवा आत्रेयः उषाः पङ्किः ।।
43           | 4      | ।। विमद ऐन्द्रः (प्राजापत्यो वा, वसुकृद्वा वासुकः) सोमः पङ्किः ।।
43           | 5      | ।। गोतमो राहूगणः इन्द्रः पङ्किः ।।
43           | 6      | ।। गोतमो राहूगणः इन्द्रः पङ्किः ।।
43           | 7      | ।। वसुश्रुत अत्रेयः अग्निः पङ्किः ।।
43           | 8      | ।। अड्डोमुग्वामदेव्यः (कुल्मलबर्हिषः शैलूषिर्वा) विश्वेदेवाः बृहती ।।
44           | 1      | ।। ऋण – त्रसदस्यू  पवमानः सोमः द्विपदा विराट् ।।
44           | 2      | ।। ऋण – त्रसदस्यू  पवमानः सोमः त्रिपदा अनुष्टुप्पिपीलिकामध्या ।।
44           | 3      | ।। ऋण – त्रसदस्यू  पवमानः सोमः द्विपदा विराट् ।।
44           | 4      | ।। ऋण – त्रसदस्यू  पवमानः सोमः द्विपदा विराट् ।।
44           | 5      | ।। ऋण – त्रसदस्यू  पवमानः सोमः द्विपदा विराट् ।।
44           | 6      | ।। ऋण – त्रसदस्यू  पवमानः सोमः त्रिपदा अनुष्टुप्पिपीलिकामध्या ।।
44           | 7      | ।। वसिष्ठो मैत्रावरुणिः मरुतः द्विपदा विराट् ।।
44           | 8      | ।। वामदेवो गौतमः अग्निः पदपङ्कि ।।
44           | 9      | ।। ऋण – त्रसदस्यू  वाजिनः पुरउष्णिक् ।।
44           | 10     | ।। ऋण – त्रसदस्यू  पवमानः सोमः द्विपदा विराट् ।।
45           | 1      | ।। त्रसदस्युः इन्द्रः द्विपदा विराट् ।।
45           | 2      | ।। त्रसदस्युः इन्द्रः द्विपदा विराट् ।।
45           | 3      | ।। त्रसदस्युः इन्द्रः द्विपदा विराट् ।।
45           | 4      | ।। त्रसदस्युः इन्द्रः द्विपदा विराट् ।।
45           | 5      | ।। त्रसदस्युः इन्द्रः द्विपदा विराट् ।।
45           | 6      | ।। त्रसदस्युः विश्वेदेवाः द्विपदा विराट् ।।
45           | 7      | ।। सम्वर्त आङ्गिरसः उषाः द्विपदा विराट् ।।
45           | 8      | ।। त्रसदस्युः इन्द्रः द्विपदा विराट् ।।
45           | 9      | ।। त्रसदस्युः इन्द्रः द्विपदा विराट् ।।
45           | 10     | ।। त्रसदस्युः इन्द्रः द्विपदा विराट् ।।
46           | 1      | ।। पृषघ्रः काण्वः अग्निः द्विपदा विराट् ।।
46           | 2      | ।। बन्धुः सुबन्धुः श्रुतबन्धुर्विप्रबन्धुश्च क्रमेण गोपायना लोपायना वा अग्निः द्विपदा विराट् ।।
46           | 3      | ।। बन्धुः सुबन्धुः श्रुतबन्धुर्विप्रबन्धुश्च क्रमेण गोपायना लोपायना वा अग्निः द्विपदा विराट् ।।
46           | 4      | ।। बन्धुः सुबन्धुः श्रुतबन्धुर्विप्रबन्धुश्च क्रमेण गोपायना लोपायना वा अग्निः द्विपदा विराट् ।।
46           | 5      | ।। सम्वर्त आङ्गिरसः उषाः द्विपदा विराट् ।।
46           | 6      | ।। भुवन आप्त्यः साधनो वा भौवनः अग्निः द्विपदा विराट् ।।
46           | 7      | ।। कवत्र ऐलूवः अग्निः द्विपदा विराट् ।।
46           | 8      | ।। भरद्वाजो बार्हस्पत्यः अग्निः द्विपदा विराट् ।।
46           | 9      | ।। आत्रेयः विश्वेदेवाः द्विपदा विराट् ।।
46           | 10     | ।। वसिष्ठो मैत्रावरुणिः इन्द्रः एकपदा ।।
47           | 1      | ।। गृत्समद शौनकः इन्द्रः अष्टिः  ।।
47           | 2      | ।। गौराङ्गिरसः सूर्यः अतिजगती (अष्टिर्वा ?) ।।
47           | 3      | ।। परुच्छेपो दैवोदासिः इन्द्रः अत्यष्टिः ।।
47           | 4      | ।। रेभः काश्यपः इन्द्रः अतिजगती (अष्टिर्वा ?) ।।
47           | 5      | ।। परुच्छेपो दैवोदासिः विश्वेदेवाः अत्यष्टिः ।।
47           | 6      | ।। एवयामरुदात्रेयः मरुतः अतिजगती (अष्टिर्वा ?) ।।
47           | 7      | ।। अनानतः पारुच्छेपिः पवमानः सोमः अत्यष्टिः ।।
47           | 8      | ।। नकुलः सविता अत्यष्टिः ।।
47           | 9      | ।। परुच्छेपो दैवोदासिः अग्निः अत्यष्टिः ।।
47           | 10     | ।। गृत्समद शौनकः इन्द्रः अष्टिः (अतिशक्करी वा) ।।
48           | 1      | ।। अमहीयुराङ्गिरसः पवमानः सोमः ।।
48           | 2      | ।। मधुच्छन्दा वैश्वामित्रः पवमानः सोमः ।।
48           | 3      | ।। भृगुर्वारुणिर्जमदग्निर्भार्गवो वा पवमानः सोमः ।।
48           | 4      | ।। अमहीयुराङ्गिरसः पवमानः सोमः ।।
48           | 5      | ।। त्रित आप्त्यः। पवमानः सोमः ।।
48           | 6      | ।। कश्यपोः मारीचः पवमानः सोमः ।।
48           | 7      | ।। जमदग्निर्भार्गवः पवमानः सोमः ।।
48           | 8      | ।। दृढच्युत आगस्त्यः पवमानः सोमः ।।
48           | 9      | ।। असितः काश्यपो देवलो वा पवमानः सोमः ।।
48           | 10     | ।। असितः काश्यपो देवलो वा पवमानः सोमः ।।
49           | 1      | ।। (कविर्मेधावी) श्यावाश्व आत्रेयः पवमानः सोमः गायत्री ।।
49           | 2      | ।। त्रित आप्त्यः पवमानः सोमः गायत्री ।।
49           | 3      | ।। अमहीयुराङ्गिरसः पवमानः सोमः गायत्री ।।
49           | 4      | ।। भृगुर्वारुणिर्जमदग्निर्भार्गवो वा पवमानः सोमः गायत्री ।।
49           | 5      | ।। पवमानः सोमः गायत्री ।।
49           | 6      | ।। कश्यपो मारीचः पवमानः सोमः गायत्री ।।
49           | 7      | ।। निध्रुविः काश्यपः पवमानः सोमः गायत्री ।।
49           | 8      | ।। अमहीयुराङ्गिरसः पवमानः सोमः गायत्री ।।
49           | 9      | ।। असितः काश्यपो देवलो वा पवमानः सोमः गायत्री ।।
49           | 10     | ।। असितः काश्यपो देवलो वा पवमानः सोमः गायत्री ।।
50           | 1      | ।। अमहीयुराङ्गिरसः पवमानः सोमः गायत्री ।।
50           | 2      | ।। बृहन्मतिराङ्गिरसः पवमानः सोमः गायत्री ।।
50           | 3      | ।। जमदग्निर्भार्गवः पवमानः सोमः गायत्री ।।
50           | 4      | ।। प्रभूवसुराङ्गिरसः पवमानः सोमः गायत्री ।।
50           | 5      | ।। मेध्यातिथिः काण्वः पवमानः सोमः गायत्री ।।
50           | 6      | ।। निध्रुविः काश्यपः पवमानः सोमः गायत्री ।।
50           | 7      | ।। निध्रुविः काश्यपः पवमानः सोमः गायत्री ।।
50           | 8      | ।। अमहीयुराङ्गिरसः पवमानः सोमः गायत्री ।।
50           | 9      | ।। अमहीयुराङ्गिरसः पवमानः सोमः गायत्री ।।
50           | 10     | ।। उचथ्य आङ्गिरसः पवमानः सोमः गायत्री ।।
51           | 1      | ।। मेधातिथिः काण्वः पवमानः सोमः गायत्री ।।
51           | 2      | ।। भृगुर्वारुणिर्जमदग्निर्भार्गवो वा पवमानः सोमः गायत्री ।।
51           | 3      | ।। उचथ्य आङ्गिरसः पवमानः सोमः गायत्री ।।
51           | 4      | ।। अवत्सारः काश्यपः पवमानः सोमः गायत्री ।।
51           | 5      | ।। निध्रुविः काश्यपः पवमानः सोमः गायत्री ।।
51           | 6      | ।। असितः काश्यपो देवलो वा पवमानः सोमः गायत्री ।।
51           | 7      | ।। भृगुर्वारुणिर्जमदग्निर्भार्गवो वा पवमानः सोमः गायत्री ।।
51           | 8      | ।। कश्यपो मारीचः पवमानः सोमः गायत्री ।।
51           | 9      | ।। कश्यपो मारीचः पवमानः सोमः गायत्री ।।
51           | 10     | ।। असितः काश्यपो देवलो वा पवमानः सोमः गायत्री ।।
51           | 11     | ।। कविर्भार्गवः पवमानः सोमः गायत्री ।।
51           | 12     | ।। जमदग्निर्भार्गवः पवमानः सोमः गायत्री ।।
51           | 13     | ।। अयास्य आङ्गिरसः पवमानः सोमः गायत्री ।।
51           | 14     | ।। आमहीयुराङ्गिरसः पवमानः सोमः गायत्री ।।
52           | 1      | ।। सप्तर्षयः  भरद्वाजो बार्हस्पत्यः बृहती ।।
52           | 2      | ।। कश्यपो मारीचः बृहती ।।
52           | 3      | ।। गोतमो राहूगणः बृहती ।।
52           | 4      | ।। अत्रिर्भीमः बृहती ।।
52           | 5      | ।। विश्वामित्रो गाथिनः बृहती ।।
52           | 6      | ।। जमदग्निर्भार्गवः बृहती ।।
52           | 7      | ।। वसिष्ठो मैत्रावरुणिः पवमानः सोमः बृहती ।।
52           | 8      | ।। सप्तर्षयः  भरद्वाजो बार्हस्पत्यः बृहती ।।
52           | 9      | ।। सप्तर्षयः  भरद्वाजो बार्हस्पत्यः बृहती ।।
52           | 10     | ।। सप्तर्षयः  भरद्वाजो बार्हस्पत्यः बृहती ।।
52           | 11     | ।। सप्तर्षयः  भरद्वाजो बार्हस्पत्यः बृहती ।।
52           | 12     | ।। सप्तर्षयः  भरद्वाजो बार्हस्पत्यः बृहती ।।
53           | 1      | ।। उशना काव्यः पवमानः सोमः त्रिष्टुप् ।।
53           | 2      | ।। वृषगणो वासिष्ठः पवमानः सोमः त्रिष्टुप् ।।
53           | 3      | ।। पराशरःशाक्त्यः पवमानः सोमः त्रिष्टुप् ।।
53           | 4      | ।। वसिष्ठो मैत्रावरुणिः पवमानः सोमः त्रिष्टुप् ।।
53           | 5      | ।। प्रतर्दनो दैवोदासिः पवमानः सोमः त्रिष्टुप् ।।
53           | 6      | ।। वसिष्ठो मैत्रावरुणिः पवमानः सोमः त्रिष्टुप् ।।
53           | 7      | ।। पराशरःशाक्त्यः पवमानः सोमः त्रिष्टुप् ।।
53           | 8      | ।। प्रस्कण्वः काण्वः पवमानः सोमः त्रिष्टुप् ।।
53           | 9      | ।। उशना काव्यः पवमानः सोमः त्रिष्टुप् ।।
53           | 10     | ।। प्रतर्दनो दैवोदासिः पवमानः सोमः त्रिष्टुप् ।।
54           | 1      | ।। प्रतर्दनो दैवोदासिः पवमानः सोमः ।।
54           | 2      | ।। पराशरः शाक्त्यः पवमानः सोमः ।।
54           | 3      | ।। इन्द्रप्रमतिर्वासिष्ठः पवमानः सोमः ।।
54           | 4      | ।। वसिष्ठो मैत्रावरुणिः पवमानः सोमः ।।
54           | 5      | ।। कर्णश्रुद्वासिष्ठः पवमानः सोमः ।।
54           | 6      | ।। नोधा गौतमः पवमानः सोमः ।।
54           | 7      | ।। कण्वो घौरः पवमानः सोमः ।।
54           | 8      | ।। मन्युर्वासिष्ठः पवमानः सोमः ।।
54           | 9      | ।। कुत्स आङ्गिरसः पवमानः सोमः ।।
54           | 10     | ।। पराशरः शाक्त्यः पवमानः सोमः ।।
54           | 11     | ।। कश्यपो मारीचः पवमानः सोमः ।।
54           | 12     | ।। प्रस्कण्वः काण्वः पवमानः सोमः ।।
55           | 1      | ।। . अन्धीगुः श्यावाश्विः पवमानः सोमः अनुष्टुप् ।।
55           | 2      | ।। नहुषो मानवः पवमानः सोमः अनुष्टुप् ।।
55           | 3      | ।। ययातिर्नाहुषः पवमानः सोमः अनुष्टुप् ।।
55           | 4      | ।। मनुः साम्वरणः पवमानः सोमः अनुष्टुप् ।।
55           | 5      | ।। अम्बरीषो वार्षागिरः ऋजिष्वा भारद्वाजश्च पवमानः सोमः अनुष्टुप् ।।
55           | 6      | ।। रैभसूनू काश्यपौ पवमानः सोमः अनुष्टुप् ।।
55           | 7      | ।। रैभसूनू काश्यपौ बृहती ।।
55           | 8      | ।। अम्बरीषो वार्षागिरः ऋजिष्वा भारद्वाजश्च पवमानः सोमः अनुष्टुप् ।।
55           | 9      | ।। प्रजापतिर्वैश्वामित्रो वाच्यो वा पवमानः सोमः अनुष्टुप् ।।
56           | 1      | ।। कविर्भार्गवः पवमानः सोमः जगती ।।
56           | 2      | ।। कविर्भार्गवः पवमानः सोमः जगती ।।
56           | 3      | ।। कविर्भार्गवः पवमानः सोमः जगती ।।
56           | 4      | ।। सिकता निवावरी पवमानः सोमः जगती ।।
56           | 5      | ।। कविर्भार्गवः पवमानः सोमः जगती ।।
56           | 6      | ।। सिकता निवावरी पवमानः सोमः जगती ।।
56           | 7      | ।। रेणुर्वैश्वामित्रः पवमानः सोमः जगती ।।
56           | 8      | ।। वेनो भार्गवः पवमानः सोमः जगती ।।
56           | 9      | ।। वसुर्भारद्वाजः पवमानः सोमः जगती ।।
56           | 10     | ।। वत्सप्रिर्भालन्दः पवमानः सोमः जगती ।।
56           | 11     | ।। गृत्समदः शौनकः पवमानः सोमः जगती ।।
56           | 12     | ।। पवित्र आङ्गिरसः पवमानः सोमः जगती ।।
57           | 1      | ।। अग्निश्चाक्षुषः पवमानः सोमः उष्णिक् ।।
57           | 2      | ।। चक्षुर्मानवः पवमानः सोमः उष्णिक् ।।
57           | 3      | ।। पर्वतनारदौ काण्वौ (शिखण्डिम्यावस्परसौ काश्यपौ वा) पवमानः सोमः उष्णिक् ।।
57           | 4      | ।। पर्वतनारदौ काण्वौ  पवमानः सोमः उष्णिक् ।।
57           | 5      | ।। त्रित आप्त्यः पवमानः सोमः उष्णिक् ।।
57           | 6      | ।। मनुराप्सवः पवमानः सोमः उष्णिक् ।।
57           | 7      | ।। अग्निश्चाक्षुषः पवमानः सोमः उष्णिक् ।।
57           | 8      | ।। द्वित आप्त्यः पवमानः सोमः उष्णिक् ।।
57           | 9      | ।। पर्वतनारदौ काण्वौ  पवमानः सोमः उष्णिक् ।।
57           | 10     | ।। पर्वतनारदौ काण्वौ (शिखण्डिम्यावस्परसौ काश्यपौ वा) पवमानः सोमः उष्णिक् ।।
57           | 11     | ।। अग्निश्चाक्षुषः पवमानः सोमः उष्णिक् ।।
57           | 12     | ।। द्वित आप्त्यः पवमानः सोमः उष्णिक् ।।
58           | 1      | ।। गौरवीतिः शाक्स्यः पवमानः सोमः ककुप ।।
58           | 2      | ।। ऊर्ध्वसद्मा आङ्गिरसः पवमानः सोमः ककुप ।।
58           | 3      | ।। ऋजिश्वा भारद्वाजः पवमानः सोमः ककुप ।।
58           | 4      | ।। कृतयशा आङ्गिरसः पवमानः सोमः ककुप ।।
58           | 5      | ।। ऋणञ्चयो राजर्षिः पवमानः सोमः यवमध्या गायत्री ।।
58           | 6      | ।। शक्तिर्वासिष्ठः पवमानः सोमः ककुप ।।
58           | 7      | ।। ऊरुराङ्गिरसः पवमानः सोमः ककुप ।।
58           | 8      | ।। ऋजिश्वा भारद्वाजः पवमानः सोमः ककुप ।।
59           | 1      | ।। शय्युर्बार्हस्पत्यः (भरद्वाजः) इन्द्रः बृहती ।।
59           | 2      | ।। वसिष्ठो मैत्रावरुणिः इन्द्रः त्रिष्टुप् ।।
59           | 3      | ।। वामदेवो गौतमः इन्द्रः गायत्री ।।
59           | 4      | ।। शुन श्शेप आजीगर्तिः कृत्रिमो देवरातो वैश्वामित्रो वा वरुणः त्रिष्टुप् ।।
59           | 5      | ।। कुत्स आङ्गिरसः (गृत्समदः) पवमानः सोमः त्रिष्टुप् ।।
59           | 6      | ।। वामदेवो गौतमः विश्वे देवाः एकपाज्जगती ।।
59           | 7      | ।। अमहीयुराङ्गिरसः पवमानः सोमः गायत्री ।।
59           | 8      | ।। अमहीयुराङ्गिरसः पवमानः सोमः गायत्री ।।
59           | 9      | ।। आत्मा अन्नम् त्रिष्टुप् ।।
60           | 1      | ।। श्रुतकक्ष आङ्गिरसः इन्द्रः गायत्री ।।
60           | 2      | ।। पवित्र आङ्गिरसः पवमानः सोमः जगती ।।
60           | 3      | ।। मधुच्छन्दा वैश्वामित्रः इन्द्रः गायत्री ।।
60           | 4      | ।। मधुच्छन्दा वैश्वामित्रः इन्द्रः गायत्री ।।
60           | 5      | ।। प्रथो वासिष्ठः विश्वे देवाः त्रिष्टुप ।।
60           | 6      | ।। गृत्समदः शौनकः वायुः गायत्री ।।
60           | 7      | ।। नृमेधपुरुमेधावाङ्गिरसौ इन्द्रः अनुष्टुप् ।।
61           | 1      | ।। वामदेवो गौतमः प्रजापतिः अनुष्टुप् ।।
61           | 2      | ।। गोतमो राहूगणः त्रिष्टुप् ।।
61           | 3      | ।। गोतमो राहूगणः त्रिष्टुप् ।।
61           | 4      | ।। मधुच्छन्दा वैश्वामित्रः अग्निः गायत्री ।।
61           | 5      | ।। वामदेवो गौतमः अग्निः त्रिष्टुप् ।।
61           | 6      | ।। गृत्समदः शौनकः अपान्नपात् त्रिष्टुप् ।।
61           | 7      | ।। वामदेवो गौतमः रात्रिः अनुष्टुप् ।।
61           | 8      | ।। भरद्वाजो बार्हस्पत्यः अग्निः जगती ।।
61           | 9      | ।। ऋजिश्वा भारद्वाजः विश्वेदेवाः जगती ।।
61           | 10     | ।। वामदेवो गौतमः लिङ्गोक्ता महापक्तिः ।।
61           | 11     | ।। हिरम्यस्तूप आङ्गिरसः इन्द्रः त्रिष्टुप् ।।
61           | 12     | ।। विश्वामित्रो गाथिनः (ब्रह्म) आत्मा अग्निर्वा त्रिष्टुप् ।।
61           | 13     | ।। विश्वामित्रो गाथिनः  अग्निः त्रिष्टुप् ।।
62           | 1      | ।। वामदेवो गौतमः अग्निः पङ्किः ।।
62           | 2      | ।। वामदेवो गौतमः अग्निः पङ्किः ।।
62           | 3      | ।। नारायणः पुरुषः अनुष्टुप् ।।
62           | 4      | ।। नारायणः पुरुषः अनुष्टुप् ।।
62           | 5      | ।। नारायणः पुरुषः अनुष्टुप् ।।
62           | 6      | ।। नारायणः पुरुषः अनुष्टुप् ।।
62           | 7      | ।। नारायणः पुरुषः अनुष्टुप् ।।
62           | 8      | ।। वामदेवो गौतमः द्यावपृथिवी त्रिष्टुप् ।।
62           | 9      | ।। वामदेवो गौतमः इन्द्रः अनुष्टुप् ।।
62           | 10     | ।। वामदेवो गौतमः इन्द्रः अनुष्टुप् ।।
62           | 11     | ।। वामदेवो गौतमः इन्द्रः त्रिष्टुप् ।।
62           | 12     | ।। वामदेवो गौतमः गावः त्रिष्टुप् ।।
63           | 1      | ।। शतं वैखानसाः अग्निः पवमानः गायत्री ।।
63           | 2      | ।। विभ्राट् सौर्यः सूर्यः जगती ।।
63           | 3      | ।। कुत्स आङ्गिरसः सूर्यः त्रिष्टुप् ।।
63           | 4      | ।। सार्पराज्ञी आत्मा वा गायत्री ।।
63           | 5      | ।। सार्पराज्ञी आत्मा वा गायत्री ।।
63           | 6      | ।। सार्पराज्ञी आत्मा वा गायत्री ।।
63           | 7      | ।। प्रस्कण्वः काण्वः सूर्यः गायत्री ।।
63           | 8      | ।। प्रस्कण्वः काण्वः सूर्यः गायत्री ।।
63           | 9      | ।। प्रस्कण्वः काण्वः सूर्यः गायत्री ।।
63           | 10     | ।। प्रस्कण्वः काण्वः सूर्यः गायत्री ।।
63           | 11     | ।। प्रस्कण्वः काण्वः सूर्यः गायत्री ।।
63           | 12     | ।। प्रस्कण्वः काण्वः सूर्यः गायत्री ।।
63           | 13     | ।। प्रस्कण्वः काण्वः सूर्यः गायत्री ।।
63           | 14     | ।। प्रस्कण्वः काण्वः सूर्यः गायत्री ।।
64           | 1      | ।। प्रजापतिः इन्द्रस्त्रैलोक्यात्मा प्रथमं द्विपदा ( ।।
64           | 2      | ।। प्रजापतिः इन्द्रस्त्रैलोक्यात्मा ) ततस्त्रयः शाक्कराः पादाः ( ।।
64           | 3      | ।। प्रजापतिः इन्द्रस्त्रैलोक्यात्मा ) उभयं (शाक्वरोपसर्गो) ( ।।
64           | 4      | ।। प्रजापतिः इन्द्रस्त्रैलोक्यात्मा त्रिकं ( ।।
64           | 5      | ।। प्रजापतिः इन्द्रस्त्रैलोक्यात्मा ) ततः शाक्वरास्त्रयः पादाः ( ।।
64           | 6      | ।। प्रजापतिः इन्द्रस्त्रैलोक्यात्मा ) उपसर्गः ।।
